[2025-03-15 22:23:41,962 - INFO]: Listing CASIA-B
[2025-03-15 22:23:54,367 - INFO]: Saved 86 valid frames to CASIA-B-pkl/039/nm-04/162/162.pkl.
[2025-03-15 22:23:54,371 - INFO]: Saved 74 valid frames to CASIA-B-pkl/039/bg-02/126/126.pkl.
[2025-03-15 22:23:54,435 - INFO]: Saved 63 valid frames to CASIA-B-pkl/039/bg-02/108/108.pkl.
[2025-03-15 22:23:54,443 - INFO]: Saved 108 valid frames to CASIA-B-pkl/039/nm-04/036/036.pkl.
[2025-03-15 22:23:54,446 - INFO]: Saved 78 valid frames to CASIA-B-pkl/039/bg-02/180/180.pkl.
[2025-03-15 22:23:54,520 - INFO]: Saved 58 valid frames to CASIA-B-pkl/039/bg-02/072/072.pkl.
[2025-03-15 22:23:54,541 - INFO]: Saved 105 valid frames to CASIA-B-pkl/039/bg-02/018/018.pkl.
[2025-03-15 22:23:54,583 - INFO]: Saved 90 valid frames to CASIA-B-pkl/039/bg-02/054/054.pkl.
[2025-03-15 22:23:54,587 - INFO]: Saved 98 valid frames to CASIA-B-pkl/039/bg-02/000/000.pkl.
[2025-03-15 22:23:54,593 - INFO]: Saved 61 valid frames to CASIA-B-pkl/039/bg-02/090/090.pkl.
[2025-03-15 22:23:54,634 - INFO]: Saved 76 valid frames to CASIA-B-pkl/039/bg-02/144/144.pkl.
[2025-03-15 22:23:54,696 - INFO]: Saved 76 valid frames to CASIA-B-pkl/039/bg-02/162/162.pkl.
[2025-03-15 22:23:54,701 - INFO]: Saved 81 valid frames to CASIA-B-pkl/039/cl-01/126/126.pkl.
[2025-03-15 22:23:54,761 - INFO]: Saved 97 valid frames to CASIA-B-pkl/039/bg-02/036/036.pkl.
[2025-03-15 22:23:54,766 - INFO]: Saved 64 valid frames to CASIA-B-pkl/039/cl-01/108/108.pkl.
[2025-03-15 22:23:54,775 - INFO]: Saved 87 valid frames to CASIA-B-pkl/039/cl-01/180/180.pkl.
[2025-03-15 22:23:54,838 - INFO]: Saved 91 valid frames to CASIA-B-pkl/039/cl-01/018/018.pkl.
[2025-03-15 22:23:54,842 - INFO]: Saved 63 valid frames to CASIA-B-pkl/039/cl-01/072/072.pkl.
[2025-03-15 22:23:54,899 - INFO]: Saved 93 valid frames to CASIA-B-pkl/039/cl-01/054/054.pkl.
[2025-03-15 22:23:54,902 - INFO]: Saved 93 valid frames to CASIA-B-pkl/039/cl-01/000/000.pkl.
[2025-03-15 22:23:54,909 - INFO]: Saved 60 valid frames to CASIA-B-pkl/039/cl-01/090/090.pkl.
[2025-03-15 22:23:54,930 - INFO]: Saved 83 valid frames to CASIA-B-pkl/039/cl-01/144/144.pkl.
[2025-03-15 22:23:55,000 - INFO]: Saved 83 valid frames to CASIA-B-pkl/039/cl-01/162/162.pkl.
[2025-03-15 22:23:55,002 - INFO]: Saved 74 valid frames to CASIA-B-pkl/039/nm-06/126/126.pkl.
[2025-03-15 22:23:55,034 - INFO]: Saved 76 valid frames to CASIA-B-pkl/039/nm-06/180/180.pkl.
[2025-03-15 22:23:55,060 - INFO]: Saved 96 valid frames to CASIA-B-pkl/039/cl-01/036/036.pkl.
[2025-03-15 22:23:55,070 - INFO]: Saved 61 valid frames to CASIA-B-pkl/039/nm-06/108/108.pkl.
[2025-03-15 22:23:55,134 - INFO]: Saved 59 valid frames to CASIA-B-pkl/039/nm-06/072/072.pkl.
[2025-03-15 22:23:55,179 - INFO]: Saved 93 valid frames to CASIA-B-pkl/039/nm-06/054/054.pkl.
[2025-03-15 22:23:55,179 - INFO]: Saved 104 valid frames to CASIA-B-pkl/039/nm-06/018/018.pkl.
[2025-03-15 22:23:55,197 - INFO]: Saved 99 valid frames to CASIA-B-pkl/039/nm-06/000/000.pkl.
[2025-03-15 22:23:55,197 - INFO]: Saved 59 valid frames to CASIA-B-pkl/039/nm-06/090/090.pkl.
[2025-03-15 22:23:55,257 - INFO]: Saved 74 valid frames to CASIA-B-pkl/039/nm-06/144/144.pkl.
[2025-03-15 22:23:55,269 - INFO]: Saved 75 valid frames to CASIA-B-pkl/039/nm-06/162/162.pkl.
[2025-03-15 22:23:55,278 - INFO]: Saved 76 valid frames to CASIA-B-pkl/039/bg-01/126/126.pkl.
[2025-03-15 22:23:55,338 - INFO]: Saved 99 valid frames to CASIA-B-pkl/039/nm-06/036/036.pkl.
[2025-03-15 22:23:55,338 - INFO]: Saved 61 valid frames to CASIA-B-pkl/039/bg-01/108/108.pkl.
[2025-03-15 22:23:55,356 - INFO]: Saved 79 valid frames to CASIA-B-pkl/039/bg-01/180/180.pkl.
[2025-03-15 22:23:55,409 - INFO]: Saved 57 valid frames to CASIA-B-pkl/039/bg-01/072/072.pkl.
[2025-03-15 22:23:55,453 - INFO]: Saved 112 valid frames to CASIA-B-pkl/039/bg-01/018/018.pkl.
[2025-03-15 22:23:55,464 - INFO]: Saved 90 valid frames to CASIA-B-pkl/039/bg-01/054/054.pkl.
[2025-03-15 22:23:55,477 - INFO]: Saved 59 valid frames to CASIA-B-pkl/039/bg-01/090/090.pkl.
[2025-03-15 22:23:55,487 - INFO]: Saved 100 valid frames to CASIA-B-pkl/039/bg-01/000/000.pkl.
[2025-03-15 22:23:55,532 - INFO]: Saved 78 valid frames to CASIA-B-pkl/039/bg-01/144/144.pkl.
[2025-03-15 22:23:55,541 - INFO]: Saved 76 valid frames to CASIA-B-pkl/039/bg-01/162/162.pkl.
[2025-03-15 22:23:55,562 - INFO]: Saved 77 valid frames to CASIA-B-pkl/039/nm-05/126/126.pkl.
[2025-03-15 22:23:55,602 - INFO]: Saved 68 valid frames to CASIA-B-pkl/039/nm-05/108/108.pkl.
[2025-03-15 22:23:55,620 - INFO]: Saved 79 valid frames to CASIA-B-pkl/039/nm-05/180/180.pkl.
[2025-03-15 22:23:55,653 - INFO]: Saved 110 valid frames to CASIA-B-pkl/039/bg-01/036/036.pkl.
[2025-03-15 22:23:55,693 - INFO]: Saved 66 valid frames to CASIA-B-pkl/039/nm-05/072/072.pkl.
[2025-03-15 22:23:55,705 - INFO]: Saved 110 valid frames to CASIA-B-pkl/039/nm-05/018/018.pkl.
[2025-03-15 22:23:55,740 - INFO]: Saved 99 valid frames to CASIA-B-pkl/039/nm-05/054/054.pkl.
[2025-03-15 22:23:55,756 - INFO]: Saved 62 valid frames to CASIA-B-pkl/039/nm-05/090/090.pkl.
[2025-03-15 22:23:55,783 - INFO]: Saved 80 valid frames to CASIA-B-pkl/039/nm-05/144/144.pkl.
[2025-03-15 22:23:55,785 - INFO]: Saved 102 valid frames to CASIA-B-pkl/039/nm-05/000/000.pkl.
[2025-03-15 22:23:55,818 - INFO]: Saved 78 valid frames to CASIA-B-pkl/039/nm-05/162/162.pkl.
[2025-03-15 22:23:55,871 - INFO]: Saved 90 valid frames to CASIA-B-pkl/039/nm-01/126/126.pkl.
[2025-03-15 22:23:55,891 - INFO]: Saved 78 valid frames to CASIA-B-pkl/039/nm-01/108/108.pkl.
[2025-03-15 22:23:55,901 - INFO]: Saved 92 valid frames to CASIA-B-pkl/039/nm-01/180/180.pkl.
[2025-03-15 22:23:55,910 - INFO]: Saved 106 valid frames to CASIA-B-pkl/039/nm-05/036/036.pkl.
[2025-03-15 22:23:55,993 - INFO]: Saved 74 valid frames to CASIA-B-pkl/039/nm-01/072/072.pkl.
[2025-03-15 22:23:56,010 - INFO]: Saved 111 valid frames to CASIA-B-pkl/039/nm-01/018/018.pkl.
[2025-03-15 22:23:56,037 - INFO]: Saved 105 valid frames to CASIA-B-pkl/039/nm-01/054/054.pkl.
[2025-03-15 22:23:56,044 - INFO]: Saved 108 valid frames to CASIA-B-pkl/039/nm-01/000/000.pkl.
[2025-03-15 22:23:56,071 - INFO]: Saved 68 valid frames to CASIA-B-pkl/039/nm-01/090/090.pkl.
[2025-03-15 22:23:56,099 - INFO]: Saved 91 valid frames to CASIA-B-pkl/039/nm-01/144/144.pkl.
[2025-03-15 22:23:56,132 - INFO]: Saved 90 valid frames to CASIA-B-pkl/039/nm-01/162/162.pkl.
[2025-03-15 22:23:56,160 - INFO]: Saved 90 valid frames to CASIA-B-pkl/039/nm-02/126/126.pkl.
[2025-03-15 22:23:56,201 - INFO]: Saved 72 valid frames to CASIA-B-pkl/039/nm-02/108/108.pkl.
[2025-03-15 22:23:56,206 - INFO]: Saved 94 valid frames to CASIA-B-pkl/039/nm-02/180/180.pkl.
[2025-03-15 22:23:56,237 - INFO]: Saved 122 valid frames to CASIA-B-pkl/039/nm-01/036/036.pkl.
[2025-03-15 22:23:56,260 - INFO]: Saved 84 valid frames to CASIA-B-pkl/039/nm-02/018/018.pkl.
[2025-03-15 22:23:56,283 - INFO]: Saved 71 valid frames to CASIA-B-pkl/039/nm-02/072/072.pkl.
[2025-03-15 22:23:56,313 - INFO]: Saved 89 valid frames to CASIA-B-pkl/039/nm-02/054/054.pkl.
[2025-03-15 22:23:56,333 - INFO]: Saved 64 valid frames to CASIA-B-pkl/039/nm-02/090/090.pkl.
[2025-03-15 22:23:56,338 - INFO]: Saved 83 valid frames to CASIA-B-pkl/039/nm-02/000/000.pkl.
[2025-03-15 22:23:56,377 - INFO]: Saved 93 valid frames to CASIA-B-pkl/039/nm-02/144/144.pkl.
[2025-03-15 22:23:56,414 - INFO]: Saved 92 valid frames to CASIA-B-pkl/039/nm-02/162/162.pkl.
[2025-03-15 22:23:56,425 - INFO]: Saved 81 valid frames to CASIA-B-pkl/009/nm-03/126/126.pkl.
[2025-03-15 22:23:56,446 - INFO]: Saved 83 valid frames to CASIA-B-pkl/039/nm-02/036/036.pkl.
[2025-03-15 22:23:56,467 - INFO]: Saved 59 valid frames to CASIA-B-pkl/009/nm-03/108/108.pkl.
[2025-03-15 22:23:56,484 - INFO]: Saved 83 valid frames to CASIA-B-pkl/009/nm-03/180/180.pkl.
[2025-03-15 22:23:56,535 - INFO]: Saved 63 valid frames to CASIA-B-pkl/009/nm-03/072/072.pkl.
[2025-03-15 22:23:56,582 - INFO]: Saved 89 valid frames to CASIA-B-pkl/009/nm-03/054/054.pkl.
[2025-03-15 22:23:56,589 - INFO]: Saved 54 valid frames to CASIA-B-pkl/009/nm-03/090/090.pkl.
[2025-03-15 22:23:56,603 - INFO]: Saved 115 valid frames to CASIA-B-pkl/009/nm-03/018/018.pkl.
[2025-03-15 22:23:56,609 - INFO]: Saved 100 valid frames to CASIA-B-pkl/009/nm-03/000/000.pkl.
[2025-03-15 22:23:56,669 - INFO]: Saved 81 valid frames to CASIA-B-pkl/009/nm-03/144/144.pkl.
[2025-03-15 22:23:56,675 - INFO]: Saved 82 valid frames to CASIA-B-pkl/009/nm-03/162/162.pkl.
[2025-03-15 22:23:56,678 - INFO]: Saved 71 valid frames to CASIA-B-pkl/009/cl-02/126/126.pkl.
[2025-03-15 22:23:56,725 - INFO]: Saved 53 valid frames to CASIA-B-pkl/009/cl-02/108/108.pkl.
[2025-03-15 22:23:56,762 - INFO]: Saved 73 valid frames to CASIA-B-pkl/009/cl-02/180/180.pkl.
[2025-03-15 22:23:56,785 - INFO]: Saved 111 valid frames to CASIA-B-pkl/009/nm-03/036/036.pkl.
[2025-03-15 22:23:56,835 - INFO]: Saved 61 valid frames to CASIA-B-pkl/009/cl-02/072/072.pkl.
[2025-03-15 22:23:56,845 - INFO]: Saved 84 valid frames to CASIA-B-pkl/009/cl-02/054/054.pkl.
[2025-03-15 22:23:56,871 - INFO]: Saved 124 valid frames to CASIA-B-pkl/009/cl-02/018/018.pkl.
[2025-03-15 22:23:56,893 - INFO]: Saved 53 valid frames to CASIA-B-pkl/009/cl-02/090/090.pkl.
[2025-03-15 22:23:56,915 - INFO]: Saved 71 valid frames to CASIA-B-pkl/009/cl-02/144/144.pkl.
[2025-03-15 22:23:56,942 - INFO]: Saved 116 valid frames to CASIA-B-pkl/009/cl-02/000/000.pkl.
[2025-03-15 22:23:56,944 - INFO]: Saved 70 valid frames to CASIA-B-pkl/009/cl-02/162/162.pkl.
[2025-03-15 22:23:56,994 - INFO]: Saved 84 valid frames to CASIA-B-pkl/009/nm-04/126/126.pkl.
[2025-03-15 22:23:56,994 - INFO]: Saved 54 valid frames to CASIA-B-pkl/009/nm-04/108/108.pkl.
[2025-03-15 22:23:57,048 - INFO]: Saved 84 valid frames to CASIA-B-pkl/009/nm-04/180/180.pkl.
[2025-03-15 22:23:57,104 - INFO]: Saved 120 valid frames to CASIA-B-pkl/009/cl-02/036/036.pkl.
[2025-03-15 22:23:57,105 - INFO]: Saved 84 valid frames to CASIA-B-pkl/009/nm-04/054/054.pkl.
[2025-03-15 22:23:57,120 - INFO]: Saved 60 valid frames to CASIA-B-pkl/009/nm-04/072/072.pkl.
[2025-03-15 22:23:57,123 - INFO]: Saved 96 valid frames to CASIA-B-pkl/009/nm-04/018/018.pkl.
[2025-03-15 22:23:57,157 - INFO]: Saved 52 valid frames to CASIA-B-pkl/009/nm-04/090/090.pkl.
[2025-03-15 22:23:57,232 - INFO]: Saved 104 valid frames to CASIA-B-pkl/009/nm-04/144/144.pkl.
[2025-03-15 22:23:57,233 - INFO]: Saved 96 valid frames to CASIA-B-pkl/009/nm-04/000/000.pkl.
[2025-03-15 22:23:57,245 - INFO]: Saved 103 valid frames to CASIA-B-pkl/009/nm-04/162/162.pkl.
[2025-03-15 22:23:57,300 - INFO]: Saved 53 valid frames to CASIA-B-pkl/009/bg-02/108/108.pkl.
[2025-03-15 22:23:57,301 - INFO]: Saved 97 valid frames to CASIA-B-pkl/009/nm-04/036/036.pkl.
[2025-03-15 22:23:57,316 - INFO]: Saved 75 valid frames to CASIA-B-pkl/009/bg-02/126/126.pkl.
[2025-03-15 22:23:57,352 - INFO]: Saved 79 valid frames to CASIA-B-pkl/009/bg-02/180/180.pkl.
[2025-03-15 22:23:57,395 - INFO]: Saved 58 valid frames to CASIA-B-pkl/009/bg-02/072/072.pkl.
[2025-03-15 22:23:57,422 - INFO]: Saved 80 valid frames to CASIA-B-pkl/009/bg-02/054/054.pkl.
[2025-03-15 22:23:57,455 - INFO]: Saved 99 valid frames to CASIA-B-pkl/009/bg-02/018/018.pkl.
[2025-03-15 22:23:57,456 - INFO]: Saved 51 valid frames to CASIA-B-pkl/009/bg-02/090/090.pkl.
[2025-03-15 22:23:57,477 - INFO]: Saved 93 valid frames to CASIA-B-pkl/009/bg-02/000/000.pkl.
[2025-03-15 22:23:57,508 - INFO]: Saved 77 valid frames to CASIA-B-pkl/009/bg-02/144/144.pkl.
[2025-03-15 22:23:57,539 - INFO]: Saved 76 valid frames to CASIA-B-pkl/009/bg-02/162/162.pkl.
[2025-03-15 22:23:57,560 - INFO]: Saved 79 valid frames to CASIA-B-pkl/009/cl-01/126/126.pkl.
[2025-03-15 22:23:57,589 - INFO]: Saved 90 valid frames to CASIA-B-pkl/009/bg-02/036/036.pkl.
[2025-03-15 22:23:57,599 - INFO]: Saved 61 valid frames to CASIA-B-pkl/009/cl-01/108/108.pkl.
[2025-03-15 22:23:57,607 - INFO]: Saved 83 valid frames to CASIA-B-pkl/009/cl-01/180/180.pkl.
[2025-03-15 22:23:57,661 - INFO]: Saved 61 valid frames to CASIA-B-pkl/009/cl-01/072/072.pkl.
[2025-03-15 22:23:57,700 - INFO]: Saved 97 valid frames to CASIA-B-pkl/009/cl-01/018/018.pkl.
[2025-03-15 22:23:57,709 - INFO]: Saved 84 valid frames to CASIA-B-pkl/009/cl-01/054/054.pkl.
[2025-03-15 22:23:57,713 - INFO]: Saved 52 valid frames to CASIA-B-pkl/009/cl-01/090/090.pkl.
[2025-03-15 22:23:57,723 - INFO]: Saved 97 valid frames to CASIA-B-pkl/009/cl-01/000/000.pkl.
[2025-03-15 22:23:57,789 - INFO]: Saved 81 valid frames to CASIA-B-pkl/009/cl-01/144/144.pkl.
[2025-03-15 22:23:57,803 - INFO]: Saved 80 valid frames to CASIA-B-pkl/009/cl-01/162/162.pkl.
[2025-03-15 22:23:57,808 - INFO]: Saved 82 valid frames to CASIA-B-pkl/009/nm-06/126/126.pkl.
[2025-03-15 22:23:57,851 - INFO]: Saved 100 valid frames to CASIA-B-pkl/009/cl-01/036/036.pkl.
[2025-03-15 22:23:57,871 - INFO]: Saved 63 valid frames to CASIA-B-pkl/009/nm-06/108/108.pkl.
[2025-03-15 22:23:57,897 - INFO]: Saved 85 valid frames to CASIA-B-pkl/009/nm-06/180/180.pkl.
[2025-03-15 22:23:57,948 - INFO]: Saved 64 valid frames to CASIA-B-pkl/009/nm-06/072/072.pkl.
[2025-03-15 22:23:57,960 - INFO]: Saved 117 valid frames to CASIA-B-pkl/009/nm-06/018/018.pkl.
[2025-03-15 22:23:57,982 - INFO]: Saved 93 valid frames to CASIA-B-pkl/009/nm-06/054/054.pkl.
[2025-03-15 22:23:58,015 - INFO]: Saved 64 valid frames to CASIA-B-pkl/009/nm-06/090/090.pkl.
[2025-03-15 22:23:58,027 - INFO]: Saved 107 valid frames to CASIA-B-pkl/009/nm-06/000/000.pkl.
[2025-03-15 22:23:58,045 - INFO]: Saved 82 valid frames to CASIA-B-pkl/009/nm-06/144/144.pkl.
[2025-03-15 22:23:58,073 - INFO]: Saved 83 valid frames to CASIA-B-pkl/009/nm-06/162/162.pkl.
[2025-03-15 22:23:58,105 - INFO]: Saved 72 valid frames to CASIA-B-pkl/009/bg-01/126/126.pkl.
[2025-03-15 22:23:58,126 - INFO]: Saved 57 valid frames to CASIA-B-pkl/009/bg-01/108/108.pkl.
[2025-03-15 22:23:58,135 - INFO]: Saved 80 valid frames to CASIA-B-pkl/009/bg-01/180/180.pkl.
[2025-03-15 22:23:58,183 - INFO]: Saved 110 valid frames to CASIA-B-pkl/009/nm-06/036/036.pkl.
[2025-03-15 22:23:58,199 - INFO]: Saved 60 valid frames to CASIA-B-pkl/009/bg-01/072/072.pkl.
[2025-03-15 22:23:58,215 - INFO]: Saved 81 valid frames to CASIA-B-pkl/009/bg-01/018/018.pkl.
[2025-03-15 22:23:58,235 - INFO]: Saved 81 valid frames to CASIA-B-pkl/009/bg-01/054/054.pkl.
[2025-03-15 22:23:58,249 - INFO]: Saved 52 valid frames to CASIA-B-pkl/009/bg-01/090/090.pkl.
[2025-03-15 22:23:58,286 - INFO]: Saved 85 valid frames to CASIA-B-pkl/009/bg-01/000/000.pkl.
[2025-03-15 22:23:58,297 - INFO]: Saved 75 valid frames to CASIA-B-pkl/009/bg-01/144/144.pkl.
[2025-03-15 22:23:58,311 - INFO]: Saved 73 valid frames to CASIA-B-pkl/009/bg-01/162/162.pkl.
[2025-03-15 22:23:58,366 - INFO]: Saved 88 valid frames to CASIA-B-pkl/009/bg-01/036/036.pkl.
[2025-03-15 22:23:58,369 - INFO]: Saved 59 valid frames to CASIA-B-pkl/009/nm-05/108/108.pkl.
[2025-03-15 22:23:58,373 - INFO]: Saved 87 valid frames to CASIA-B-pkl/009/nm-05/126/126.pkl.
[2025-03-15 22:23:58,443 - INFO]: Saved 60 valid frames to CASIA-B-pkl/009/nm-05/072/072.pkl.
[2025-03-15 22:23:58,449 - INFO]: Saved 106 valid frames to CASIA-B-pkl/009/nm-05/180/180.pkl.
[2025-03-15 22:23:58,485 - INFO]: Saved 86 valid frames to CASIA-B-pkl/009/nm-05/054/054.pkl.
[2025-03-15 22:23:58,508 - INFO]: Saved 55 valid frames to CASIA-B-pkl/009/nm-05/090/090.pkl.
[2025-03-15 22:23:58,546 - INFO]: Saved 122 valid frames to CASIA-B-pkl/009/nm-05/018/018.pkl.
[2025-03-15 22:23:58,588 - INFO]: Saved 108 valid frames to CASIA-B-pkl/009/nm-05/144/144.pkl.
[2025-03-15 22:23:58,623 - INFO]: Saved 126 valid frames to CASIA-B-pkl/009/nm-05/000/000.pkl.
[2025-03-15 22:23:58,639 - INFO]: Saved 106 valid frames to CASIA-B-pkl/009/nm-05/162/162.pkl.
[2025-03-15 22:23:58,665 - INFO]: Saved 84 valid frames to CASIA-B-pkl/009/nm-01/126/126.pkl.
[2025-03-15 22:23:58,699 - INFO]: Saved 55 valid frames to CASIA-B-pkl/009/nm-01/108/108.pkl.
[2025-03-15 22:23:58,739 - INFO]: Saved 86 valid frames to CASIA-B-pkl/009/nm-01/180/180.pkl.
[2025-03-15 22:23:58,741 - INFO]: Saved 124 valid frames to CASIA-B-pkl/009/nm-05/036/036.pkl.
[2025-03-15 22:23:58,813 - INFO]: Saved 58 valid frames to CASIA-B-pkl/009/nm-01/072/072.pkl.
[2025-03-15 22:23:58,826 - INFO]: Saved 81 valid frames to CASIA-B-pkl/009/nm-01/054/054.pkl.
[2025-03-15 22:23:58,853 - INFO]: Saved 125 valid frames to CASIA-B-pkl/009/nm-01/018/018.pkl.
[2025-03-15 22:23:58,872 - INFO]: Saved 53 valid frames to CASIA-B-pkl/009/nm-01/090/090.pkl.
[2025-03-15 22:23:58,888 - INFO]: Saved 112 valid frames to CASIA-B-pkl/009/nm-01/000/000.pkl.
[2025-03-15 22:23:58,918 - INFO]: Saved 84 valid frames to CASIA-B-pkl/009/nm-01/144/144.pkl.
[2025-03-15 22:23:58,949 - INFO]: Saved 86 valid frames to CASIA-B-pkl/009/nm-01/162/162.pkl.
[2025-03-15 22:23:58,967 - INFO]: Saved 81 valid frames to CASIA-B-pkl/009/nm-02/126/126.pkl.
[2025-03-15 22:23:59,003 - INFO]: Saved 56 valid frames to CASIA-B-pkl/009/nm-02/108/108.pkl.
[2025-03-15 22:23:59,028 - INFO]: Saved 85 valid frames to CASIA-B-pkl/009/nm-02/180/180.pkl.
[2025-03-15 22:23:59,056 - INFO]: Saved 109 valid frames to CASIA-B-pkl/009/nm-01/036/036.pkl.
[2025-03-15 22:23:59,100 - INFO]: Saved 62 valid frames to CASIA-B-pkl/009/nm-02/072/072.pkl.
[2025-03-15 22:23:59,110 - INFO]: Saved 104 valid frames to CASIA-B-pkl/009/nm-02/018/018.pkl.
[2025-03-15 22:23:59,127 - INFO]: Saved 87 valid frames to CASIA-B-pkl/009/nm-02/054/054.pkl.
[2025-03-15 22:23:59,157 - INFO]: Saved 54 valid frames to CASIA-B-pkl/009/nm-02/090/090.pkl.
[2025-03-15 22:23:59,186 - INFO]: Saved 101 valid frames to CASIA-B-pkl/009/nm-02/000/000.pkl.
[2025-03-15 22:23:59,197 - INFO]: Saved 85 valid frames to CASIA-B-pkl/009/nm-02/144/144.pkl.
[2025-03-15 22:23:59,223 - INFO]: Saved 85 valid frames to CASIA-B-pkl/009/nm-02/162/162.pkl.
[2025-03-15 22:23:59,262 - INFO]: Saved 77 valid frames to CASIA-B-pkl/035/nm-03/126/126.pkl.
[2025-03-15 22:23:59,280 - INFO]: Saved 62 valid frames to CASIA-B-pkl/035/nm-03/108/108.pkl.
[2025-03-15 22:23:59,285 - INFO]: Saved 81 valid frames to CASIA-B-pkl/035/nm-03/180/180.pkl.
[2025-03-15 22:23:59,318 - INFO]: Saved 100 valid frames to CASIA-B-pkl/009/nm-02/036/036.pkl.
[2025-03-15 22:23:59,349 - INFO]: Saved 58 valid frames to CASIA-B-pkl/035/nm-03/072/072.pkl.
[2025-03-15 22:23:59,407 - INFO]: Saved 60 valid frames to CASIA-B-pkl/035/nm-03/090/090.pkl.
[2025-03-15 22:23:59,407 - INFO]: Saved 89 valid frames to CASIA-B-pkl/035/nm-03/054/054.pkl.
[2025-03-15 22:23:59,435 - INFO]: Saved 116 valid frames to CASIA-B-pkl/035/nm-03/018/018.pkl.
[2025-03-15 22:23:59,472 - INFO]: Saved 118 valid frames to CASIA-B-pkl/035/nm-03/000/000.pkl.
[2025-03-15 22:23:59,485 - INFO]: Saved 78 valid frames to CASIA-B-pkl/035/nm-03/144/144.pkl.
[2025-03-15 22:23:59,488 - INFO]: Saved 78 valid frames to CASIA-B-pkl/035/nm-03/162/162.pkl.
[2025-03-15 22:23:59,526 - INFO]: Saved 51 valid frames to CASIA-B-pkl/035/cl-02/126/126.pkl.
